image_id,mean_iou,precision_05,recall_05,f1_05,precision_07,recall_07,f1_07,n_gt_cells,n_pred_cells
237802ac5005f9cf782367156c46c383efd9e05088e5768ca883cbbe24abadb1,0.577866033188029,1.0,0.875,0.9333333333333333,0.42857142857142855,0.375,0.39999999999999997,8,7
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,0.6229028293317018,0.9166666666666666,0.825,0.8684210526315789,0.5277777777777778,0.475,0.5,40,36
243443ae303cc09cfbea85bfd22b0c4f026342f3dfc3aa1076f27867910d025b,0.3626657189198187,0.7575757575757576,0.4032258064516129,0.5263157894736842,0.45454545454545453,0.24193548387096775,0.3157894736842105,62,33
245b995878370ef4ea977568b2b67f93d4ecaa9308761b9d3e148e0803780183,0.6878209000807358,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.5185185185185185,0.5185185185185185,0.5185185185185185,54,54
24a20f2a529cede5695df2422a3986505b5826bb10b10781d6db2074cf3de7b3,0.4173650701884131,0.5185185185185185,0.4117647058823529,0.45901639344262296,0.037037037037037035,0.029411764705882353,0.032786885245901634,34,27
27c30f9011492f234e4587c9a4b53c787037d486f658821196fe354240ac3c47,0.6399542843149659,0.9722222222222222,0.8974358974358975,0.9333333333333333,0.5555555555555556,0.5128205128205128,0.5333333333333333,39,36
2817299fd3b88670e86a9db5651ba24333c299d1d41e5491aabfcd95aee84174,0.4346610458885032,0.6428571428571429,0.5625,0.6000000000000001,0.07142857142857142,0.0625,0.06666666666666667,16,14
2869fad54664677e81bacbf00c2256e89a7b90b69d9688c9342e2c736ff5421c,0.7196241986795655,0.9473684210526315,0.8181818181818182,0.8780487804878049,0.8421052631578947,0.7272727272727273,0.7804878048780488,22,19
28d33efef218392e79e385906deb88055d94b65ad217de78c07e85476f80f45a,0.6845689220406361,0.8787878787878788,0.7435897435897436,0.8055555555555556,0.8181818181818182,0.6923076923076923,0.7500000000000001,39,33
295ac4ecf2ee0211c065cf5dbb93b1eb8e61347153447209cd110e9c3e355e81,0.8582870796908328,0.8571428571428571,1.0,0.923076923076923,0.6666666666666666,0.7777777777777778,0.717948717948718,18,21
29780b28e6a75fac7b96f164a1580666513199794f1b19a5df8587fe0cb59b67,0.48786810501811306,0.8333333333333334,0.5357142857142857,0.6521739130434783,0.5,0.32142857142857145,0.391304347826087,28,18
29dd28df98ee51b4ab1a87f5509538ecc3e4697fc57c40c6165658f61b0d8e3a,0.739382484903017,0.9074074074074074,0.875,0.8909090909090909,0.7592592592592593,0.7321428571428571,0.7454545454545455,56,54
29ea4f6eb4545f43868a9b40a60000426bf8dfd9d062546656a37bd2a2aaf9ec,0.5570399565506476,1.0,0.6923076923076923,0.8181818181818181,0.7777777777777778,0.5384615384615384,0.6363636363636364,13,9
2a1a294e21d76efd0399e4eb321b45f44f7510911acd92c988480195c5b4c812,0.2364063339582505,0.28888888888888886,0.22807017543859648,0.25490196078431376,0.28888888888888886,0.22807017543859648,0.25490196078431376,57,45
2a2032c4ed78f3fc64de7e5efd0bec26a81680b07404eaa54a1744b7ab3f8365,0.6205907431992806,0.8823529411764706,0.6818181818181818,0.7692307692307693,0.7647058823529411,0.5909090909090909,0.6666666666666667,22,17
2ab91a4408860ae8339689ed9f87aa9359de1bdd4ca5c2eab7fff7724dbd6707,0.08919517961846403,0.8333333333333334,0.09090909090909091,0.16393442622950818,0.6666666666666666,0.07272727272727272,0.13114754098360654,55,6
2abc40c118bc7303592c8bb95a80361e27560854b8971ab34dcf91966575b1f2,0.8190422432561846,1.0,0.8888888888888888,0.9411764705882353,1.0,0.8888888888888888,0.9411764705882353,18,16
2ad489c11ed8b77a9d8a2339ac64ffc38e79281c03a2507db4688fd3186c0fe5,0.5637676927277727,0.875,0.7777777777777778,0.823529411764706,0.125,0.1111111111111111,0.11764705882352941,9,8
2b50b1e3fa5c5aa39bc84ebfaea9961b7199c4d2488ae0b48d0b3459807d59d2,0.5817887054898203,0.9,0.8181818181818182,0.8571428571428572,0.3,0.2727272727272727,0.28571428571428564,11,10
2bf594e9d06f78b4b79d7ffb395497a0a91126b6b0d710d7a9cee21f5c3bd177,0.5848290600034043,0.95,0.8260869565217391,0.8837209302325583,0.3,0.2608695652173913,0.27906976744186046,23,20
2c61fdcb36fd1b2944895af6204279e9f6c164ba894198b40c8b7a3c9bf500ea,0.5937766805193315,0.7037037037037037,0.6551724137931034,0.6785714285714286,0.6296296296296297,0.5862068965517241,0.6071428571428571,29,27
2c83c86dd4e5dacc024b55629375567fb8e320a82ef86f541cfe54764040fc25,0.7588173249242885,1.0,0.9583333333333334,0.9787234042553191,0.8695652173913043,0.8333333333333334,0.851063829787234,24,23
2c840a94d216f5ef4e499b53ae885e9b022cbf639e004ec788436093837823b2,0.8606058237725585,0.782608695652174,0.9,0.8372093023255814,0.7391304347826086,0.85,0.7906976744186046,20,23
2cfa61bef6542dd359717e9131ce6f076c415a3bd7f48cb093b0d7f3b2ca785d,0.9045518045453125,1.0,0.9813084112149533,0.9905660377358491,0.9809523809523809,0.9626168224299065,0.9716981132075471,107,105
2cfa857e63be1b418c91ad5ea1f8d136fd1b80fc856e1d4277274c3dea28011c,0.34480172568774403,0.375,0.2727272727272727,0.3157894736842105,0.0,0.0,0.0,11,8
2d53d7ec0c579fffd6710c956288537d46c719a93c6a04ac0d6550f75a6a6493,0.9673384857232146,1.0,1.0,1.0,1.0,1.0,1.0,7,7
2dd3356f2dcf470aec4003800744dfec6490e75d88011e1d835f4f3d60f88e7a,0.5082394048871262,0.5963302752293578,0.5555555555555556,0.5752212389380531,0.1834862385321101,0.17094017094017094,0.1769911504424779,117,109
2dd9d8c797fc695665326fc8fd0eb5cd292139fa478ccb5acb7fb352f7030063,0.3439451377822631,0.5,0.3125,0.38461538461538464,0.1,0.0625,0.07692307692307693,16,10
2dec81a678ddcac2b110acffe82427d857695180bd841e3f9736a554acf832af,0.9140593950675394,1.0,0.96,0.9795918367346939,1.0,0.96,0.9795918367346939,25,24
2e172afb1f43b359f1f0208da9386aefe97c0c1afe202abfe6ec09cdca820990,0.4573710399158191,0.8620689655172413,0.6097560975609756,0.7142857142857144,0.2413793103448276,0.17073170731707318,0.20000000000000004,41,29
2e2d29fc44444a85049b162eb359a523dec108ccd5bd75022b25547491abf0c7,0.6244822973064929,0.7407407407407407,0.8695652173913043,0.7999999999999999,0.3333333333333333,0.391304347826087,0.36,23,27
2f929b067a59f88530b6bfa6f6889bc3a38adf88d594895973d1c8b2549fd93d,0.6663356080691093,0.8490566037735849,0.8653846153846154,0.8571428571428571,0.4528301886792453,0.46153846153846156,0.45714285714285713,52,53
30311520606ec99b6a810ae1a9a753df991777d374212423bb075c408a98ed74,0.19091645368970098,1.0,0.2391304347826087,0.3859649122807018,1.0,0.2391304347826087,0.3859649122807018,46,11
305a8baaf726d7c9e695bff31d3a6a61445999a4732f0a3e6174dc9dcbe43931,0.5772055600444268,0.8181818181818182,0.75,0.7826086956521738,0.2727272727272727,0.25,0.2608695652173913,12,11
